idx,Name,Recommend Name 0,Recommend Name 1,Recommend Name 2,Recommend Name 3,Recommend Name 4,Recommend Name 5,Recommend Name 6,Recommend Name 7,Recommend Name 8,Recommend Name 9,Recommend PCA Distances 0,Recommend PCA Distances 1,Recommend PCA Distances 2,Recommend PCA Distances 3,Recommend PCA Distances 4,Recommend PCA Distances 5,Recommend PCA Distances 6,Recommend PCA Distances 7,Recommend PCA Distances 8,Recommend PCA Distances 9,Recommend Genres 0,Recommend Genres 1,Recommend Genres 2,Recommend Genres 3,Recommend Genres 4,Recommend Genres 5,Recommend Genres 6,Recommend Genres 7,Recommend Genres 8,Recommend Genres 9,Recommend Rating 0,Recommend Rating 1,Recommend Rating 2,Recommend Rating 3,Recommend Rating 4,Recommend Rating 5,Recommend Rating 6,Recommend Rating 7,Recommend Rating 8,Recommend Rating 9,Predicted Rating,Actual Rating
4435,The Horror Network Vol. 1,Love in the Time of Monsters,Sex With Strangers,Fighting Tommy Riley,How to Fall in Love,The Vatican Exorcisms,Below Zero,Straight Out of Brooklyn,N-Secure,The Frozen,Vessel,1.375039738737982e-06,2.938906915050943e-06,0.000421112617510655,0.00043950797587843926,0.0016418075483075611,0.0016686685404717627,0.0022229275077251254,0.002232633071738599,0.002918733473298074,0.004258040442746025,"'Horror','Comedy'",'Documentary',"'Action','Adventure','Drama'","'Comedy','Romance','TVMovie'","'Horror','Documentary','Mystery'","'Thriller','Horror'",'Drama',"'Drama','Crime','Thriller'","'Horror','Thriller'","'Horror','ScienceFiction'",5.0,5.0,5.3,5.2,4.4,4.4,4.3,4.3,4.2,5.9,4.799999999999999,5.0
4436,Hard Candy,Desperado,Dope,Layer Cake,All Is Lost,Winter's Bone,Margin Call,Garden State,A Serious Man,Exam,The Last Song,0.023559993235193866,0.0250388989228455,0.028933774572224347,0.03125581827266355,0.0328209238928826,0.03372048346060197,0.035494701357436265,0.03710169953028064,0.03860428182709308,0.03928663122474141,"'Thriller','Action','Crime'","'Crime','Drama','Comedy'","'Drama','Thriller','Crime'","'Action','Adventure','Drama'",'Drama',"'Thriller','Drama'","'Comedy','Drama','Romance'","'Comedy','Drama'","'Thriller','Mystery'","'Drama','Family','Romance'",6.8,7.2,7.0,6.6,6.8,6.7,7.1,6.6,6.6,6.9,6.830000000000001,6.8
4437,The Quiet,Thumbsucker,Killing Zoe,Christmas Eve,State Fair,Psycho Beach Party,A Cock and Bull Story,Next Stop Wonderland,Goddess of Love,House of D,The Party's Over,0.00033848284710347176,0.0007197365997345662,0.0007600331274226768,0.001649820210605668,0.0016822118918247142,0.002014285398035387,0.0020912888955173514,0.0022240459841617044,0.0028875207760501453,0.0029860121305708143,"'Comedy','Drama'","'Action','Crime','Drama','Thriller'","'Romance','Comedy'","'Music','Romance'",'Comedy',"'Comedy','Drama'","'Comedy','Drama','Romance'","'Mystery','Drama','Thriller','Horror'","'Comedy','Drama'",'Drama',6.1,6.1,6.1,6.2,6.0,6.2,6.0,6.2,6.1,6.1,6.11,6.1
4438,Circumstance,Die Büchse der Pandora,キュア,Возвращение,Il conformista,Lilja 4-Ever,De jurk,放‧逐,Mine vaganti,Ha-Buah,Central do Brasil,0.006972338895394392,0.007687267584269075,0.008109523296552124,0.011735611255230372,0.013639849074847943,0.014690388047960856,0.01778385508670388,0.017904305527023046,0.019012965696688866,0.021813785350092374,"'Drama','Thriller','Romance'","'Crime','Horror','Mystery','Thriller'","'Thriller','Drama','Mystery'",'Drama',"'Crime','Drama'","'Comedy','Drama'","'Action','Crime','Thriller'","'Comedy','Drama','Romance'","'Drama','Romance'",'Drama',7.6,7.4,7.4,7.6,7.7,7.0,7.0,7.0,7.6,7.6,7.389999999999999,7.4
4439,Fruitvale Station,Once,Fast Times at Ridgemont High,High Noon,Frances Ha,Videodrome,Anomalisa,Eraserhead,Friday,One Hour Photo,The Muppet Christmas Carol,0.0016673996493680177,0.005581344095044183,0.005775479640053094,0.010504748294036248,0.010899920604954816,0.011362006735508912,0.012155174796109058,0.012296035333524746,0.013175724191462068,0.015318443475220489,"'Drama','Music','Romance'",'Comedy','Western',"'Comedy','Drama'","'Horror','Mystery','ScienceFiction'","'Animation','Comedy','Drama','Romance'","'Drama','Fantasy','Horror','ScienceFiction'",'Comedy',"'Horror','Thriller'","'Comedy','Family','Fantasy','Drama'",7.3,7.0,7.6,7.2,7.1,7.0,7.5,7.0,6.6,7.2,7.15,7.3
4440,The Brass Teapot,The Haunting in Connecticut 2: Ghosts of Georgia,Mean Machine,Lottery Ticket,The Texas Chainsaw Massacre 2,St. Trinian's,Witchboard,White Noise 2: The Light,The Perfect Man,Money Talks,Ask Me Anything,0.004864507915769534,0.005304905661764336,0.005496771177904369,0.005618957481530407,0.007519075265532749,0.0075280025611677015,0.00760383924590613,0.008579819018417534,0.008719786822939724,0.008804293194243695,"'Horror','Drama','Thriller'","'Comedy','Drama'",'Comedy','Horror',"'Comedy','Family','ScienceFiction'",'Horror',"'Thriller','Drama','Horror','Fantasy'","'Comedy','Drama','Family','Romance'","'Action','Adventure','Comedy'","'Drama','Mystery','Thriller'",5.6,6.0,5.6,5.9,5.6,5.9,5.6,5.5,5.9,5.5,5.71,5.8
4441,Bambi,The Blair Witch Project,Legally Blonde,DodgeBall: A True Underdog Story,Paranormal Activity,Ride Along,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,The Grudge,Nanny McPhee,Saw IV,Saw II,0.017194387038231063,0.031072623227908824,0.03657129031904249,0.05184443694508689,0.05523141551084709,0.05800207547988012,0.0584485932344625,0.06483979305200771,0.06491795095668207,0.06502798375338337,"'Horror','Mystery'",'Comedy','Comedy',"'Horror','Mystery'","'Action','Comedy'",'Comedy',"'Horror','Mystery','Thriller'","'Fantasy','Comedy','Family'","'Horror','Thriller','Crime'",'Horror',6.3,6.1,6.2,5.9,6.1,6.5,5.8,6.4,5.9,6.3,6.1499999999999995,6.8
4442,The Hammer,The Blue Bird,George Washington,The Crew,Smoke Signals,The Lost Skeleton of Cadavra,Walking and Talking,Aqua Teen Hunger Force Colon Movie Film for Theaters,Enter Nowhere,The Greatest Movie Ever Sold,Bang Bang Baby,0.0005080448884189348,0.0007061902380057772,0.0009714681342886111,0.001033572943084926,0.0010610045479283459,0.0012348993586093204,0.0014582099464557352,0.0016508854237522463,0.0017461491201864465,0.0018380570865713652,"'Drama','Family','Fantasy'",'Drama',"'Action','Comedy'","'Drama','Comedy'","'Comedy','Horror','ScienceFiction'","'Comedy','Drama','Romance'","'Animation','Comedy'","'Mystery','ScienceFiction','Thriller'","'Comedy','Documentary'","'ScienceFiction','Drama','Music'",6.4,6.4,6.4,6.6,6.5,6.6,6.5,6.5,6.4,6.6,6.49,6.5
4443,Latter Days,Jesus' Son,The Chumscrubber,Martian Child,Robin and Marian,Basquiat,October Baby,Snow Angels,Travellers and Magicians,The Emperor's Club,The Brothers,0.00022285447427916605,0.0015001129070212338,0.0017058443420455704,0.0027677576091809097,0.003721155374399543,0.0037541557627037703,0.004373564368051919,0.004853665211288605,0.005000782858859076,0.00551183531443411,"'Comedy','Drama','Romance'","'Comedy','Drama'",'Drama',"'Action','Adventure','Drama','Romance'","'Drama','History'",'Drama',"'Drama','Romance'","'Adventure','Drama','Foreign'","'Drama','Romance'","'Comedy','Drama','Romance'",6.7,6.7,6.8,6.6,6.6,6.8,6.5,6.8,6.9,6.5,6.6899999999999995,6.7
4444,Le bonheur d'Elza,Solitude,The Legend of God's Gun,Butterfly Girl,The Harvest (La Cosecha),Sanctuary: Quite a Conundrum,Antarctic Edge: 70° South,Fabled,Certifiably Jonathan,Short Cut to Nirvana: Kumbh Mela,The Work and The Story,0.04070675187278938,0.061781281154926315,0.061825530694866404,0.06210292209757429,0.06299500223893495,0.06393828222933695,0.0644934217360007,0.06546965009204375,0.06547552733424711,0.06558893722087844,'Horror',"'Action','Western'",'Documentary','Documentary',"'Thriller','Horror','Comedy'",'Documentary',"'Drama','Mystery','Thriller'",'Comedy',,'Comedy',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4445,1982,And Then Came Love,We Have Your Husband,Christmas Mail,The Living Wake,The Woman Chaser,Malevolence,Rejsen til Saturn,Held Up,The Sticky Fingers of Time,Against the Wild,0.00011408418248637364,0.0002971088457767168,0.0004935088498051465,0.0005247887518363692,0.0005423119370789875,0.0006895819262233704,0.0011418663207002355,0.001236972503799838,0.0015198562566111073,0.0015608810208194157,"'Comedy','Romance'","'TVMovie','Crime','Drama','Thriller'","'Comedy','Family'",'Comedy','Drama',"'Crime','Horror','Thriller'","'Action','Adventure','Animation','Comedy','ScienceFiction'",'Comedy',"'ScienceFiction','Drama'","'Adventure','Family'",5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.9,4.929999999999999,5.0
4446,"For a Good Time, Call...",National Lampoon's Loaded Weapon 1,Hatchet,Hobo with a Shotgun,Our Idiot Brother,Sammy's avonturen: De geheime doorgang,Carriers,Cedar Rapids,Friday the 13th Part VI: Jason Lives,The Specials,Rugrats Go Wild,0.0014447973945441728,0.002119552732933405,0.003547827655157265,0.005532348967262846,0.006419388242782764,0.006558957456753056,0.0066689371210261195,0.007479113643905411,0.008233175464483766,0.008436568885237361,'Comedy',"'Comedy','Horror'","'Action','Comedy','Thriller'","'Comedy','Drama'","'Animation','Family'","'Action','Drama','Horror','ScienceFiction','Thriller'",'Comedy',"'Horror','Mystery','Thriller'","'Action','Comedy'","'Animation','Family'",5.7,5.7,5.7,5.9,5.6,5.8,5.9,5.7,5.5,5.6,5.71,5.8
4447,Celeste & Jesse Forever,Saved!,Compliance,Eulogy,May,The Cottage,Waiting...,Silent Running,Easy Virtue,Your Sister's Sister,Saints and Soldiers,0.001395249388498443,0.002042373997914959,0.0027715996849674296,0.00301595092635798,0.0030529446671940796,0.0037013653544094582,0.003998216442637315,0.004087811981092537,0.00483400394885436,0.005229498202433347,"'Comedy','Drama'","'Drama','Thriller','Crime'","'Comedy','Drama'","'Drama','Horror','Thriller','Romance'","'Horror','Comedy','Crime','Thriller'",'Comedy',"'Adventure','Drama','ScienceFiction'","'Comedy','Romance'","'Drama','Comedy'","'Action','Adventure','Drama','History','War'",6.3,6.3,6.4,6.3,6.3,6.2,6.3,6.3,6.5,6.6,6.35,6.4
4448,Time Changer,Fight to the Finish,Civil Brand,The Toxic Avenger Part II,Tim and Eric's Billion Dollar Movie,The Pet,Hayride,Head of State,Tanner Hall,The Muse,The Perfect Match,0.0003774038682146097,0.0005161166688096852,0.0008327410206701025,0.0010401827944488407,0.0012308027688452405,0.0018147017719337688,0.0022215588931132624,0.0022306960570966927,0.0023384681158723497,0.0023402782996539973,"'Romance','Action'","'Crime','Drama','Thriller'","'Comedy','Horror','Action'",'Comedy',"'Drama','Thriller'","'Thriller','Horror'",'Comedy','Drama',"'Fantasy','Comedy'","'Comedy','Romance'",5.2,5.3,5.3,5.2,5.3,5.1,5.3,5.4,5.3,5.2,5.26,5.2
4449,London to Brighton,Jungle Shuffle,The Dead Girl,Aqua Teen Hunger Force Colon Movie Film for Theaters,But I'm a Cheerleader,This Is Martin Bonner,High Heels and Low Lifes,Trekkies,Jonah: A VeggieTales Movie,Walking and Talking,Funny Ha Ha,0.0005195398727390055,0.000570160953794252,0.0009231896786536797,0.001001347911343986,0.0012086635702462933,0.0012603224070560914,0.0021453384903515893,0.002304816151430855,0.0023201104446423093,0.003148120714787095,"'Family','Animation','Adventure'","'Mystery','Drama','Crime','Thriller'","'Animation','Comedy'",'Comedy','Drama',"'Action','Crime','Comedy'",'Documentary',"'Action','Adventure','Animation','Comedy','Family','Fantasy','Romance'","'Comedy','Drama','Romance'","'Drama','Comedy'",6.5,6.4,6.5,6.5,6.6,6.4,6.3,6.4,6.6,6.3,6.45,6.5
4450,American Hero,Dawn Patrol,Perrier’s Bounty,Finishing The Game,The Jerky Boys,Steppin: The Movie,Good Intentions,The Barbarians,Halloween: The Curse of Michael Myers,Straightheads,Echo Dr.,0.000762603690274144,0.0022430301282815313,0.0027497816103354555,0.0031111043944150873,0.0032358882694697444,0.003258691190621832,0.0034886845442717584,0.003503249643011186,0.0036140203321579634,0.0036147448334350463,'Drama',"'Action','Comedy','Crime','Drama'",'Comedy',"'Comedy','Crime'","'Comedy','Romance'",'Comedy',"'Fantasy','Adventure'","'Horror','Thriller'",'Thriller',"'Thriller','Action','Drama','ScienceFiction'",5.0,5.1,4.9,4.8,5.0,5.0,5.1,5.0,5.2,5.0,5.01,5.0
4451,Windsor Drive,The Oogieloves in the Big Balloon Adventure,Superbabies: Baby Geniuses 2,Dawn of the Crescent Moon,All Hat,Tin Can Man,The Little Ponderosa Zoo,Chairman of the Board,Royal Kill,Baby Geniuses,How She Move,0.0012725439905074687,0.0036402716419104975,0.003954905865555358,0.004421828749418877,0.004949224716814471,0.005001457222383543,0.005247292126116854,0.005392162427401259,0.0065966943456085,0.007557657345003244,'Family',"'Comedy','Family'","'Thriller','Drama','ScienceFiction'","'Action','Comedy','Drama','Western'",'Horror',,'Comedy',"'Action','Thriller'","'ScienceFiction','Comedy','Family'",'Drama',2.2,1.9,2.0,1.0,2.0,2.0,2.7,2.8,3.3,3.0,2.29,2.0
4452,جدایی نادر از سیمین,Ordet,친절한 금자씨,Jagal,まあだだよ,Karakter,Tropa de Elite,"좋은 놈, 나쁜 놈, 이상한 놈",Географ глобус пропил,Airlift,"4 luni, 3 săptămîni și 2 zile",0.026680044241750522,0.034572893199102506,0.03710978508165419,0.04906663911157927,0.04935500403802462,0.0523169129829375,0.05476803795579133,0.055478999381675775,0.05896967580607715,0.06067915222164,'Drama',"'Drama','Thriller'",'Documentary','Drama',"'Drama','Foreign','History'","'Drama','Action','Crime'","'Action','Adventure','Comedy','Western'",'Drama',"'Thriller','Action','Drama','History'",'Drama',7.8,7.4,7.5,7.5,7.7,7.8,7.1,7.3,7.3,7.3,7.469999999999999,7.7
4453,Crying with Laughter,Sholem Aleichem: Laughing In The Darkness,Love and Death on Long Island,Scott Walker: 30 Century Man,Nothing But a Man,Flying By,And When Did You Last See Your Father?,Rabbit-Proof Fence,Malone,Smiling Fish & Goat On Fire,Fuel,2.723488367895044e-05,0.0005129280642601763,0.00144300821125809,0.0015640459753740732,0.001610837876192761,0.0016500166011284012,0.002469916625326918,0.0028839032456020597,0.0030297809198475134,0.003122228590597187,'Documentary',"'Drama','Romance','Foreign'","'Documentary','Music'",'Drama','Drama','Drama',"'Adventure','Drama','Action','History'","'Action','Thriller'","'Comedy','Romance'","'Documentary','Drama'",7.0,6.9,7.0,7.0,7.0,6.9,6.8,6.8,7.0,7.0,6.9399999999999995,7.0
4454,Welcome to the Dollhouse,Mean Creek,The Brave Little Toaster,Rabbit Hole,Wristcutters: A Love Story,Elling,Silent Movie,Me and You and Everyone We Know,Murderball,Coffee Town,Saints and Soldiers,0.0019450920777991376,0.0023463032600166134,0.003099741788642474,0.0034663018879945717,0.0034847834255377075,0.004279262919368865,0.0047700833004094,0.004925073059973473,0.004997917098173987,0.005010783250930628,"'Crime','Drama'","'Fantasy','Adventure','Animation','Comedy','Family','Music'",'Drama',"'Comedy','Drama','Fantasy','Romance'","'Comedy','Drama'",'Comedy',"'Comedy','Drama'",'Documentary','Comedy',"'Action','Adventure','Drama','History','War'",6.9,6.7,6.9,6.7,7.0,6.7,7.0,6.9,6.7,6.6,6.8100000000000005,6.9
4455,Ruby in Paradise,The City of Your Final Destination,Ararat,Duets,Shalako,City of Ghosts,The Sweeney,Brighton Rock,Kama Sutra - A Tale of Love,Atlas Shrugged Part II,Raise the Titanic,0.0009550792562251775,0.0015118838960366254,0.0038163015661409894,0.005453053310339295,0.005992745725899251,0.00614388238267749,0.006497595670679535,0.009376455612774892,0.009731232064102202,0.01035010429477623,'Drama',"'War','Drama'","'Comedy','Drama','Music'",'Western','Thriller',"'Action','Drama','Crime'","'Drama','Thriller','Crime'","'Drama','History','Romance'","'Drama','ScienceFiction','Mystery'","'Action','Drama','Thriller'",5.7,5.7,5.5,5.4,5.4,5.7,5.6,5.7,5.4,5.2,5.53,5.6
4456,Raising Victor Vargas,Kevin Hart: Laugh at My Pain,Call + Response,20 Feet from Stardom,Cama adentro,Roger & Me,Waking Ned,Tarnation,My Dog Tulip,Dreaming of Joseph Lees,A Room for Romeo Brass,0.0010654767838972345,0.0013736009398535032,0.004818327123158439,0.005151705127034112,0.00610766817215358,0.0062706584977106905,0.0071249011688906405,0.008378045758314134,0.009663199976467363,0.011327433668055109,"'Comedy','Documentary'",'Documentary',"'Documentary','Music'","'Drama','Foreign'","'Documentary','History'","'Comedy','Romance'","'Documentary','Drama'","'Animation','Comedy','Drama'","'Romance','Drama'","'Drama','Comedy','Foreign'",7.7,8.0,7.4,7.8,7.4,7.4,7.5,7.6,8.0,7.3,7.610000000000001,7.8
4457,Die Büchse der Pandora,キュア,Circumstance,Il conformista,Lilja 4-Ever,Central do Brasil,Возвращение,Mine vaganti,Ha-Buah,放‧逐,Que Horas Ela Volta?,0.005152860719005226,0.006972338895394392,0.009933224531819107,0.011054520763222442,0.011983380604402072,0.013378479757097828,0.013485347300739914,0.014752965111030414,0.01759070545312902,0.01778182697444186,"'Crime','Horror','Mystery','Thriller'",'Drama','Drama',"'Crime','Drama'",'Drama',"'Thriller','Drama','Mystery'","'Comedy','Drama','Romance'","'Drama','Romance'","'Action','Crime','Thriller'",'Drama',7.4,7.4,7.6,7.7,7.6,7.4,7.0,7.6,7.0,7.8,7.449999999999998,7.6
4458,Harrison Montgomery,Death Calls,UnDivided,Hum To Mohabbat Karega,Light from the Darkroom,America Is Still the Place,Sharkskin,Mutual Friends,Dude Where's My Dog?,Should've Been Romeo,The Big Swap,1.7310486377652978e-11,2.0682899837254354e-10,5.106080003258739e-10,5.544465997431303e-10,7.426578241265247e-10,6.702796095936492e-09,2.595232238000733e-07,1.1827789668794608e-06,2.4673982526035587e-06,5.942761978738886e-06,,,,,,,,'Family',"'Comedy','Drama'",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,Cama adentro,My Dog Tulip,Call + Response,Raising Victor Vargas,Cavite,20 Feet from Stardom,Kicks,Waiting for Guffman,Kevin Hart: Laugh at My Pain,Iraq for Sale: The War Profiteers,Roger & Me,0.0011067649544780345,0.0038556266953894136,0.005151705127034112,0.005410573212961012,0.006764179212105259,0.0073529498090268985,0.007491877199762853,0.008254090243568823,0.009790068608827474,0.010895983071103621,"'Animation','Comedy','Drama'",'Documentary',"'Drama','Romance'","'Foreign','Thriller'","'Documentary','Music'",'Adventure',"'Music','Comedy'","'Comedy','Documentary'",'Documentary',"'Documentary','History'",7.6,8.0,7.8,7.5,7.4,7.5,7.3,7.7,8.0,7.4,7.62,7.8
4460,Deterrence,Grace Unplugged,August,Tumbleweeds,Sands of Iwo Jima,200 Cigarettes,Bizarre,My Fellow Americans,Slacker Uprising,Gerry,Starsuckers,0.0013251235078639567,0.0013599290849509726,0.0014843846553820317,0.00232667074048698,0.0030560316968963885,0.0031683839590356255,0.0031886017077369377,0.0034977006545970912,0.00389380571340181,0.003962384416630549,"'Drama','Music'",'Drama',"'Comedy','Drama'","'Action','Drama','History','War'","'Comedy','Drama','Romance'","'Drama','Romance'","'Comedy','Drama'",'Documentary',"'Mystery','Drama','Adventure'","'Documentary','Foreign'",6.0,6.2,6.2,6.2,6.1,6.2,6.3,5.9,6.2,6.2,6.15,6.1
4461,The Mudge Boy,Hedwig and the Angry Inch,Who Killed the Electric Car?,Go,Saint Ralph,Stargate: The Ark of Truth,Wordplay,Waking Ned,Wind Walkers,Antarctica: A Year on Ice,Tarnation,0.0019449826098602019,0.0027246828316248584,0.003298692428893135,0.0033393771533478667,0.003343165360980893,0.0035108558251617517,0.0037004506030785533,0.003917481716655624,0.004380797038122108,0.004671264939219433,"'Comedy','Music'",'Documentary',"'Crime','Comedy','Thriller'","'Comedy','Drama'","'Adventure','ScienceFiction'",'Documentary',"'Comedy','Romance'","'Action','Horror','Thriller'","'Drama','Adventure','Documentary'","'Documentary','Drama'",7.4,7.2,7.0,7.3,6.9,7.3,7.4,7.5,7.2,7.5,7.2700000000000005,7.3
4462,The Young Unknowns,A Beginner's Guide to Snuff,Running Forever,Down & Out With The Dolls,Short Cut to Nirvana: Kumbh Mela,Her Cry: La Llorona Investigation,An American in Hollywood,Certifiably Jonathan,Fabled,Amidst the Devil's Wings,The Deported,1.3648098939889053e-07,8.438490175921576e-05,8.454247307865259e-05,0.0003307778723217192,0.00033985634238542506,0.0003402820498143999,0.00038885761838391986,0.0007384749186963857,0.0007684126618625609,0.0007690633097306998,"'Thriller','Comedy','Horror'",'Family',"'Comedy','Music'",,'Horror',,'Comedy',"'Drama','Mystery','Thriller'","'Drama','Action','Crime'","'Comedy','Family'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4463,Not Cool,Chicken Tikka Masala,I Want Your Money,Lords of London,20 Dates,Who's Your Caddy?,In Her Line of Fire,Lisa Picard Is Famous,Queen Crab,The Californians,Amnesiac,0.0006392659025981073,0.0014347089706459037,0.0015827747920944546,0.0018925151345807745,0.0020896583388531065,0.0021453036333024533,0.002413018149916568,0.0025105313578266397,0.0025399365394934703,0.002718380756772887,"'Comedy','Romance','Foreign'",'Documentary',"'Crime','Mystery','Thriller'","'Romance','Comedy'",'Comedy',"'Drama','Action','Thriller'",,'ScienceFiction',"'Drama','Comedy'","'Thriller','Mystery','Drama','Horror'",3.5,3.8,3.6,3.7,3.8,3.3,4.0,3.3,4.0,4.1,3.71,3.7
4464,Død snø,...E tu vivrai nel terrore! L'aldilà,Die Schlangengrube und das Pendel,Osama,Konferenz der Tiere,Julija in Alfa Romeo,Los insólitos peces gato,Rugrats in Paris: The Movie,長江七號,Z 風暴,دایره,0.017605301666785533,0.02523027578021908,0.029804244396704704,0.032432441104346066,0.032988244220730545,0.03311001513997103,0.03390969747994077,0.03463170791804182,0.034879831369090786,0.03567278758273795,'Horror',"'Mystery','Horror','History'",'Drama',"'Animation','Family','Comedy'","'Comedy','Drama'","'Comedy','Drama'","'Adventure','Animation','Comedy','Family'","'Comedy','Drama','Family','Fantasy','ScienceFiction'","'Crime','Thriller'","'Drama','Foreign'",6.6,6.3,6.3,5.5,6.0,5.7,6.0,6.1,5.8,6.6,6.09,6.1
4465,Saints and Soldiers,The Brave Little Toaster,Enter Nowhere,Smoke Signals,Coffee Town,Tales from the Crypt: Demon Knight,Tuck Everlasting,Slums of Beverly Hills,The Howling,The Lost Skeleton of Cadavra,Supporting Characters,0.0009990253659902804,0.0019835334600818433,0.002344775927985765,0.003029331947290048,0.0031288017702606474,0.0035186675214412544,0.003592888786880022,0.004540152152526122,0.004617695936865451,0.00475450258178467,"'Fantasy','Adventure','Animation','Comedy','Family','Music'","'Mystery','ScienceFiction','Thriller'","'Drama','Comedy'",'Comedy',"'Horror','Comedy','Thriller'","'Fantasy','Drama','ScienceFiction','Romance','Family'","'Comedy','Drama'","'Drama','Horror'","'Comedy','Horror','ScienceFiction'","'Drama','Comedy'",6.7,6.5,6.6,6.7,6.7,6.4,6.5,6.4,6.5,6.7,6.5699999999999985,6.6
4466,Vessel,Blood Done Sign My Name,Alleluia! The Devil's Carnival,Fort McCoy,Fighting Tommy Riley,Sea Rex 3D: Journey to a Prehistoric World,How to Fall in Love,Sex With Strangers,Love in the Time of Monsters,The Horror Network Vol. 1,The Vatican Exorcisms,0.0007784356278781601,0.0008072657550590723,0.001552114686757311,0.0021991005881446535,0.0026752885115665093,0.0037946065258794848,0.00420728916154034,0.004224572426622997,0.004258040442746025,0.010751440778781762,"'Drama','Crime'","'Music','Horror'","'War','Drama','History'","'Action','Adventure','Drama'",'Documentary',"'Comedy','Romance','TVMovie'",'Documentary',"'Horror','Comedy'",'Horror',"'Horror','Documentary','Mystery'",6.0,6.0,6.3,5.3,5.9,5.2,5.0,5.0,5.0,4.4,5.41,5.9
4467,American Graffiti,Animal House,The Iron Lady,The Queen,Act of Valor,Billy Elliot,Butch Cassidy and the Sundance Kid,The Piano,Driving Miss Daisy,Footloose,United 93,0.008796837899805232,0.11570354639736602,0.1177966284791434,0.1237377194917898,0.13271347547449974,0.13411273505093912,0.14074958820352035,0.14964316435419034,0.15196084916102837,0.16127610365520528,'Comedy',"'History','Drama'",'Drama',"'Action','Thriller','War'","'Drama','Comedy','Music'","'History','Drama','Western','Crime'","'Drama','Romance'","'Comedy','Drama'","'Drama','Family','Music','Romance'","'Drama','History','Crime','Thriller','Action'",7.0,6.2,6.8,6.3,7.4,7.4,7.1,7.0,6.4,6.9,6.85,6.9
4468,Iraq for Sale: The War Profiteers,Star Wars: Clone Wars (Volume 1),Kicks,Cavite,I Married a Strange Person!,Notes on a Scandal,My Dog Tulip,Cama adentro,The Outsiders,Waiting for Guffman,Oceans,0.004060016678300027,0.005176990783750779,0.007421216312267664,0.008551567693671713,0.008746214301602606,0.009402618874805757,0.009790068608827474,0.011825178374991974,0.013571753071982995,0.014100665777036059,"'Action','Adventure','Animation','Fantasy','ScienceFiction'",'Adventure',"'Foreign','Thriller'","'Drama','Comedy','Animation'","'Drama','Romance'","'Animation','Comedy','Drama'","'Drama','Foreign'","'Crime','Drama'","'Music','Comedy'","'Documentary','Family'",8.0,7.5,7.5,7.5,6.9,7.6,7.8,6.9,7.3,7.3,7.43,8.0
4469,Aqua Teen Hunger Force Colon Movie Film for Theaters,Jungle Shuffle,High Heels and Low Lifes,Walking and Talking,London to Brighton,The Greatest Movie Ever Sold,The Hammer,The Dead Girl,The Crew,The Blue Bird,This Is Martin Bonner,0.00027884240874043176,0.0005620584992169775,0.000634228578564322,0.0009231896786536797,0.001136074225632111,0.0014582099464557352,0.0015435627534573504,0.0016744641151537065,0.0018157678439499891,0.0018915331140485492,"'Family','Animation','Adventure'","'Action','Crime','Comedy'","'Comedy','Drama','Romance'","'Crime','Drama','Thriller'","'Comedy','Documentary'",'Comedy',"'Mystery','Drama','Crime','Thriller'","'Action','Comedy'","'Drama','Family','Fantasy'",'Drama',6.5,6.4,6.6,6.5,6.4,6.5,6.4,6.4,6.4,6.6,6.469999999999999,6.5
4470,Safety Not Guaranteed,Robot & Frank,Pi,Primer,Blue Ruin,Bill & Ted's Excellent Adventure,Friday,Happy Gilmore,Another Earth,The Texas Chain Saw Massacre,Death at a Funeral,0.0035376805562734592,0.005523039936850438,0.012321576745166762,0.014008818720712024,0.0158119769461611,0.018143467287851656,0.019871370233604413,0.020102900413851876,0.02081127969937091,0.022126837039521674,"'ScienceFiction','Comedy','Drama','Crime'","'Mystery','Drama','Thriller'","'ScienceFiction','Drama','Thriller'","'Crime','Thriller'","'Adventure','Comedy','ScienceFiction'",'Comedy','Comedy',"'Drama','ScienceFiction'",'Horror',"'Comedy','Drama'",6.8,7.1,6.9,6.9,6.7,7.0,6.5,6.8,7.2,6.9,6.88,6.8
4471,Kevin Hart: Laugh at My Pain,Raising Victor Vargas,20 Feet from Stardom,Waking Ned,Call + Response,Roger & Me,Tarnation,Cama adentro,Who Killed the Electric Car?,My Dog Tulip,A Room for Romeo Brass,0.0010654767838972345,0.003089555310977654,0.0032764961162951023,0.004452423239106995,0.005021556451142772,0.0071010263717227184,0.008254090243568823,0.009027190766289328,0.010455344887217333,0.010578444064510806,"'Drama','Romance'","'Documentary','Music'","'Comedy','Romance'",'Documentary',"'Documentary','History'","'Documentary','Drama'","'Drama','Foreign'",'Documentary',"'Animation','Comedy','Drama'","'Drama','Comedy','Foreign'",7.8,7.4,7.4,8.0,7.4,7.5,7.8,7.2,7.6,7.3,7.539999999999999,7.7
